school_name,state,level,ownership,student_count,teacher_count,latitude,longitude,ward_code,address
Asas Islamic School,BR,Primary,Private,,,11.8150432,13.1779233,12409,"Asas Islamic School, BR State, Nigeria"
Soloyi Primary School,BR,Primary,Public,,,11.5067104,13.7434834,10310,"Soloyi Primary School, BR State, Nigeria"
Maina Maaji Boarding Primary School,BR,Primary,Public,,,12.9271892,13.5710236,11709,"Maina Maaji Boarding Primary School, BR State, Nigeria"
Auno Central Primary School,BR,Primary,Public,,,11.847109,12.9344902,11602,"Auno Central Primary School, BR State, Nigeria"
Ndunguno Primary School,BR,Primary,Unknown,,,11.3945786,14.1724776,10313,"Ndunguno Primary School, BR State, Nigeria"
Dzar Central Primary School,BR,Primary,Unknown,,,10.5698724,12.1116816,11202,"Dzar Central Primary School, BR State, Nigeria"
Kimtir Primary School,BR,Primary,Public,,,10.3383976,11.9554156,12711,"Kimtir Primary School, BR State, Nigeria"
Bilabili Primary School,BR,Primary,Public,,,12.0397604,13.9043516,10803,"Bilabili Primary School, BR State, Nigeria"
Galdiri Normadic Primary School,BR,Primary,Public,,,11.2351004,12.7629368,10703,"Galdiri Normadic Primary School, BR State, Nigeria"
Kainowa Praimary School,BR,Primary,Public,,,13.272021,12.6760867,12201,"Kainowa Praimary School, BR State, Nigeria"
Kwayari Primary School,BR,Primary,Public,,,11.7409906,12.5487294,11406,"Kwayari Primary School, BR State, Nigeria"
Modu Ajiri Primary School,BR,Primary,Unknown,,,11.9411075,13.0995372,11310,"Modu Ajiri Primary School, BR State, Nigeria"
Njibaram Primary School,BR,Primary,Public,,,11.0784624,12.947833,10710,"Njibaram Primary School, BR State, Nigeria"
Gwasksra Primary School,BR,Primary,Public,,,10.2803044,12.1417581,12705,"Gwasksra Primary School, BR State, Nigeria"
Daura Primary School,BR,Primary,Unknown,,,13.15198,12.57821,12205,"Daura Primary School, BR State, Nigeria"
Walama Primary School,BR,Primary,Public,,,10.2861267,11.9631779,12711,"Walama Primary School, BR State, Nigeria"
Kurbudu Primary School,BR,Primary,Public,,,10.9972525,12.9464906,10710,"Kurbudu Primary School, BR State, Nigeria"
Wulo Primary School,BR,Primary,Public,,,12.5062753,13.5156754,12310,"Wulo Primary School, BR State, Nigeria"
Shehu Umar Nursary and Primary School,BR,Primary,Private,,,11.5116312,13.6774304,10310,"Shehu Umar Nursary and Primary School, BR State, Nigeria"
Juggal Primary School,BR,Primary,Unknown,,,10.5024566,11.7219002,11805,"Juggal Primary School, BR State, Nigeria"
Bakaina Primary School,BR,Primary,Public,,,10.139426,12.0364237,12710,"Bakaina Primary School, BR State, Nigeria"
Central Primary School,BR,Primary,Public,,,12.4981391,12.7874422,10904,"Central Primary School, BR State, Nigeria"
Bulonguwa Maibe Primary School,BR,Primary,Public,,,11.9412327,13.8792111,10802,"Bulonguwa Maibe Primary School, BR State, Nigeria"
Lakwa Dissa Primary School,BR,Primary,Unknown,,,11.1122579,13.5607086,11107,"Lakwa Dissa Primary School, BR State, Nigeria"
Leho Primary School,BR,Primary,Public,,,10.704511,12.8458807,10203,"Leho Primary School, BR State, Nigeria"
Bwalag Hyang Primary School,BR,Primary,Public,,,10.8712913,12.7717008,10611,"Bwalag Hyang Primary School, BR State, Nigeria"
Ndabah Juwe Primary School,BR,Primary,Unknown,,,11.2381848,13.9411876,11109,"Ndabah Juwe Primary School, BR State, Nigeria"
Guvayoko Primary School,BR,Primary,Public,,,10.309369,11.6492189,10405,"Guvayoko Primary School, BR State, Nigeria"
Fannamiri Primary School,BR,Primary,Unknown,,,12.6392855,13.7359029,12308,"Fannamiri Primary School, BR State, Nigeria"
Maa Primary School,BR,Primary,Public,,,12.1514475,13.980242,10804,"Maa Primary School, BR State, Nigeria"
Agapalawa Primary School,BR,Primary,Unknown,,,11.10576,13.80363,11105,"Agapalawa Primary School, BR State, Nigeria"
Gamasuno Primary School,BR,Primary,Public,,,12.4093291,12.8724196,10904,"Gamasuno Primary School, BR State, Nigeria"
Gubio Two Pramary School,BR,Primary,Public,,,12.5008179,12.7781627,10905,"Gubio Two Pramary School, BR State, Nigeria"
Kasgula Primary School,BR,Primary,Public,,,11.521917,13.690831,10311,"Kasgula Primary School, BR State, Nigeria"
Gudumbari Central Primary School,BR,Primary,Public,,,12.9481012,13.1804502,11010,"Gudumbari Central Primary School, BR State, Nigeria"
Wurojam Primary School,BR,Primary,Public,,,10.1438516,12.0231521,12710,"Wurojam Primary School, BR State, Nigeria"
Meleram Primary School,BR,Primary,Public,,,12.7287233,12.8823495,10908,"Meleram Primary School, BR State, Nigeria"
Masba Talbari Primary Death,BR,Primary,Public,,,11.5449399,12.9714799,11604,"Masba Talbari Primary Death, BR State, Nigeria"
Yaba Primary School,BR,Primary,Public,,,11.7367317,13.4295542,11610,"Yaba Primary School, BR State, Nigeria"
Mujigine Primary School,BR,Primary,Public,,,12.1057728,13.7731398,11910,"Mujigine Primary School, BR State, Nigeria"
Pilak Primary School,BR,Primary,Unknown,,,10.0652676,11.8373819,12709,"Pilak Primary School, BR State, Nigeria"
Borosheye Primary School,BR,Primary,Public,,,11.4367271,13.8362658,10312,"Borosheye Primary School, BR State, Nigeria"
Gazama Primary School,BR,Primary,Public,,,11.2304894,13.0330184,10705,"Gazama Primary School, BR State, Nigeria"
Tsohon Buma Primary School,BR,Primary,Unknown,,,10.33663,12.18221,12702,"Tsohon Buma Primary School, BR State, Nigeria"
Nyawi Primary School,BR,Primary,Public,,,10.6660756,11.7765045,10410,"Nyawi Primary School, BR State, Nigeria"
Yoksa Primary School,BR,Primary,Public,,,10.7355738,12.142092,10508,"Yoksa Primary School, BR State, Nigeria"
Yawi 2 Primary School,BR,Primary,Public,,,10.5923107,12.2063257,10510,"Yawi 2 Primary School, BR State, Nigeria"
Mallemiri Primary School,BR,Primary,Public,,,11.2155205,13.0972082,10705,"Mallemiri Primary School, BR State, Nigeria"
Kaya Primary School,BR,Primary,Public,,,11.0169106,12.8938892,10710,"Kaya Primary School, BR State, Nigeria"
Bulan Jiling Primary School,BR,Primary,Public,,,11.2236427,13.3217666,11102,"Bulan Jiling Primary School, BR State, Nigeria"
Korede Primary School,BR,Primary,Public,,,11.0601119,12.5430249,10707,"Korede Primary School, BR State, Nigeria"
Body Primary School,BR,Primary,Unknown,,,12.2672641,14.4697248,11510,"Body Primary School, BR State, Nigeria"
Bash Primary School Gamboru,BR,Primary,Unknown,,,12.3783,14.19815,12504,"Bash Primary School Gamboru, BR State, Nigeria"
Koshifa Primary School,BR,Primary,Public,,,11.1199688,12.6803263,10706,"Koshifa Primary School, BR State, Nigeria"
Dumai Pramary School,BR,Primary,Public,,,12.4505637,12.8087581,10904,"Dumai Pramary School, BR State, Nigeria"
Maiwa Kanuri Pramary School,BR,Primary,Public,,,11.8823641,13.4444264,11905,"Maiwa Kanuri Pramary School, BR State, Nigeria"
Thlimakalama Primary School,BR,Primary,Public,,,10.7321794,12.9965773,10602,"Thlimakalama Primary School, BR State, Nigeria"
Gufure Primary School,BR,Primary,Unknown,,,11.0782891,13.7116801,11106,"Gufure Primary School, BR State, Nigeria"
Primary School Muzuri,BR,Primary,Unknown,,,12.0997684,14.2668146,12509,"Primary School Muzuri, BR State, Nigeria"
Mbulamel Primary School,BR,Primary,Public,,,10.6301898,12.1895617,10511,"Mbulamel Primary School, BR State, Nigeria"
Maudori Primary School,BR,Primary,Public,,,11.466939,12.5871643,11405,"Maudori Primary School, BR State, Nigeria"
Paka Primary School,BR,Primary,Unknown,,,10.3654528,12.0118274,11801,"Paka Primary School, BR State, Nigeria"
Kushe Kushe Primary School,BR,Primary,Unknown,,,11.2243358,13.8922062,11109,"Kushe Kushe Primary School, BR State, Nigeria"
Labu Primary School,BR,Primary,Public,,,10.3459663,12.2119858,11209,"Labu Primary School, BR State, Nigeria"
Guzamala Lawanti Primary School,BR,Primary,Public,,,12.6642594,13.2776176,11004,"Guzamala Lawanti Primary School, BR State, Nigeria"
Chirari Primary School,BR,Primary,Public,,,10.9643488,13.1064299,10202,"Chirari Primary School, BR State, Nigeria"
Primary School Sabon Sara,BR,Primary,Unknown,,,10.1124693,11.7976023,12703,"Primary School Sabon Sara, BR State, Nigeria"
Zengene Primary School,BR,Primary,Public,,,12.0787502,13.6713029,11912,"Zengene Primary School, BR State, Nigeria"
Ngabu Primary Primary School,BR,Primary,Public,,,10.1562379,12.0295071,12710,"Ngabu Primary Primary School, BR State, Nigeria"
Margimari Primary School,BR,Primary,Public,,,11.7651512,13.3165537,11603,"Margimari Primary School, BR State, Nigeria"
Kamuya Primary School,BR,Primary,Unknown,,,11.0338084,12.0556622,10501,"Kamuya Primary School, BR State, Nigeria"
Jaje Primary School,BR,Primary,Unknown,,,10.971,13.58399,11107,"Jaje Primary School, BR State, Nigeria"
Panana Central Primary School,BR,Primary,Unknown,,,10.9159295,11.7717095,10505,"Panana Central Primary School, BR State, Nigeria"
Danje Nomadic Primary School,BR,Primary,Public,,,11.2825259,12.2708493,10709,"Danje Nomadic Primary School, BR State, Nigeria"
Dandang Primary School,BR,Primary,Public,,,10.1185745,12.0330924,12707,"Dandang Primary School, BR State, Nigeria"
Zanamurti Primary School,BR,Primary,Public,,,13.0974182,12.5126551,12209,"Zanamurti Primary School, BR State, Nigeria"
Zari Primary School,BR,Primary,Public,,,13.0874278,12.7383109,12210,"Zari Primary School, BR State, Nigeria"
Dubuwa Primary School,BR,Primary,Unknown,,,12.3705752,13.939426,12109,"Dubuwa Primary School, BR State, Nigeria"
Ngurburi Primary School,BR,Primary,Public,,,11.7311294,13.2662455,11302,"Ngurburi Primary School, BR State, Nigeria"
Dalwa East Primary School,BR,Primary,Public,,,11.7330221,13.4005117,11610,"Dalwa East Primary School, BR State, Nigeria"
Mijite Primary School,BR,Primary,Public,,,11.9277597,13.9418956,10802,"Mijite Primary School, BR State, Nigeria"
Mafa Central Primary School,BR,Primary,Public,,,11.9247563,13.5991886,11908,"Mafa Central Primary School, BR State, Nigeria"
Pupagu Primary School,BR,Primary,Unknown,,,10.5345211,13.0011224,10210,"Pupagu Primary School, BR State, Nigeria"
Duguri Primary School,BR,Primary,Public,,,13.270751,13.8041225,11706,"Duguri Primary School, BR State, Nigeria"
Kauwaram Primary School,BR,Primary,Public,,,11.3098062,12.3906166,10711,"Kauwaram Primary School, BR State, Nigeria"
Shehu Sanda Primary School,BR,Primary,Unknown,,,12.0407436,13.9158171,10803,"Shehu Sanda Primary School, BR State, Nigeria"
Dogoshi Primary School,BR,Primary,Public,,,12.8627299,13.67642,11705,"Dogoshi Primary School, BR State, Nigeria"
Kidlidila Primary School,BR,Primary,Public,,,10.648547,13.1201433,10210,"Kidlidila Primary School, BR State, Nigeria"
Mallum Umairi Primary School,BR,Primary,Public,,,11.8931482,13.1036585,12401,"Mallum Umairi Primary School, BR State, Nigeria"
Huyum Central Primary School,BR,Primary,Public,,,10.7667374,13.1504744,10202,"Huyum Central Primary School, BR State, Nigeria"
Rumirgo Central Primary School,BR,Primary,Public,,,10.6020284,13.034226,10210,"Rumirgo Central Primary School, BR State, Nigeria"
Lassa B Primary School,BR,Primary,Public,,,10.691319,13.2769683,10205,"Lassa B Primary School, BR State, Nigeria"
Mandala Primary School,BR,Primary,Public,,,12.522316,13.6002741,12304,"Mandala Primary School, BR State, Nigeria"
Kwakura Primary School,BR,Primary,Public,,,10.951367,13.665444,11107,"Kwakura Primary School, BR State, Nigeria"
Gwagwamdi Primary School,BR,Primary,Unknown,,,10.7789708,13.0811581,10206,"Gwagwamdi Primary School, BR State, Nigeria"
Sabon Gari Primary School,BR,Primary,Public,,,10.802593,12.4516584,10701,"Sabon Gari Primary School, BR State, Nigeria"
Gubio Alhuda Islamiya Pramary School,BR,Primary,Public,,,12.4980967,12.7842001,10904,"Gubio Alhuda Islamiya Pramary School, BR State, Nigeria"
Shapuk Primary School,BR,Primary,Public,,,10.2142919,12.0106491,12710,"Shapuk Primary School, BR State, Nigeria"
Kurkude Primary School,BR,Primary,Unknown,,,10.0978559,11.8095919,12709,"Kurkude Primary School, BR State, Nigeria"
Gadimare Primary School,BR,Primary,Public,,,10.6132761,12.1898198,10503,"Gadimare Primary School, BR State, Nigeria"
Dubartab Nomadic Primary School,BR,Primary,Public,,,13.0561439,13.762637,11702,"Dubartab Nomadic Primary School, BR State, Nigeria"
Kusuma Primary School,BR,Primary,Unknown,,,12.7408838,14.0522012,12305,"Kusuma Primary School, BR State, Nigeria"
Primary School Mallam Fatori,BR,Primary,Unknown,,,13.6708812,13.3363447,10106,"Primary School Mallam Fatori, BR State, Nigeria"
Gwadele Primary School,BR,Primary,Unknown,,,11.1545009,13.8438523,11101,"Gwadele Primary School, BR State, Nigeria"
Pela Mbirni Primary School,BR,Primary,Public,,,10.4066551,12.3730843,11210,"Pela Mbirni Primary School, BR State, Nigeria"
Kaymala Primary School,BR,Primary,Public,,,11.6935728,13.2216736,11601,"Kaymala Primary School, BR State, Nigeria"
Uda Primary School,BR,Primary,Public,,,10.5021431,13.0863225,10212,"Uda Primary School, BR State, Nigeria"
Almunnal International Primary School,BR,Primary,Private,,,13.1075737,12.5071697,12203,"Almunnal International Primary School, BR State, Nigeria"
Butuku Primary School,BR,Primary,Unknown,,,10.9024888,13.3785443,11102,"Butuku Primary School, BR State, Nigeria"
Mulgu Primary School,BR,Primary,Public,,,12.430985,13.3080887,12612,"Mulgu Primary School, BR State, Nigeria"
Grabi Primary School,BR,Primary,Public,,,10.3712701,11.6419877,10402,"Grabi Primary School, BR State, Nigeria"
Tiraku 2 Primary School,BR,Primary,Public,,,10.5003019,12.3531517,11212,"Tiraku 2 Primary School, BR State, Nigeria"
Kimba Primary School,BR,Primary,Public,,,10.8227471,12.4199249,10506,"Kimba Primary School, BR State, Nigeria"
Mohd Goni Central Primary School,BR,Primary,Public,,,13.1059513,12.5055392,12203,"Mohd Goni Central Primary School, BR State, Nigeria"
Subwang Primary School,BR,Primary,Public,,,10.4805728,12.3346,11204,"Subwang Primary School, BR State, Nigeria"
Warshale Primary School,BR,Primary,Unknown,,,12.0719859,14.1169617,12509,"Warshale Primary School, BR State, Nigeria"
Tuwakari Primary School,BR,Primary,Public,,,10.332192,12.0871148,11203,"Tuwakari Primary School, BR State, Nigeria"
Musune Primary School,BR,Primary,Unknown,,,12.267499,13.9384174,12110,"Musune Primary School, BR State, Nigeria"
Kasugula Primary School,BR,Primary,Public,,,11.1489808,12.7540585,10706,"Kasugula Primary School, BR State, Nigeria"
Kuboa Primary School,BR,Primary,Public,,,10.9730901,12.5638435,10701,"Kuboa Primary School, BR State, Nigeria"
Wuli Primary School,BR,Primary,Unknown,,,12.1753786,14.6715683,11501,"Wuli Primary School, BR State, Nigeria"
Hambagda Primary School,BR,Primary,Unknown,,,11.047595,13.7001595,11107,"Hambagda Primary School, BR State, Nigeria"
Primary School Bulagana,BR,Primary,Unknown,,,13.6509512,13.3031388,10109,"Primary School Bulagana, BR State, Nigeria"
Dugje Primary School,BR,Primary,Unknown,,,11.6955535,14.0873131,10309,"Dugje Primary School, BR State, Nigeria"
Koghum Primary School,BR,Primary,Unknown,,,11.0270865,13.7950276,11104,"Koghum Primary School, BR State, Nigeria"
Kupti Primary School,BR,Primary,Public,,,12.3931987,12.5392417,12009,"Kupti Primary School, BR State, Nigeria"
Bima Primary School,BR,Primary,Unknown,,,10.1301034,11.8115148,12703,"Bima Primary School, BR State, Nigeria"
Mainok Primary School,BR,Primary,Public,,,11.8284196,12.6357306,11410,"Mainok Primary School, BR State, Nigeria"
Sojiri Primary School,BR,Primary,Public,,,11.6570083,13.2493161,11601,"Sojiri Primary School, BR State, Nigeria"
Tawasu Primary School,BR,Primary,Unknown,,,10.58583,11.87297,11806,"Tawasu Primary School, BR State, Nigeria"
Tangaramta Primary School,BR,Primary,Unknown,,,10.4907414,12.1299259,11207,"Tangaramta Primary School, BR State, Nigeria"
Borkulok Primary Shool,BR,Primary,Public,,,10.247637,11.9745022,12711,"Borkulok Primary Shool, BR State, Nigeria"
Wamdeo Primary School,BR,Primary,Public,,,10.5256886,13.1339527,10213,"Wamdeo Primary School, BR State, Nigeria"
Bazamri Primary School,BR,Primary,Public,,,11.6739835,13.4500066,11610,"Bazamri Primary School, BR State, Nigeria"
Talala Primary School,BR,Primary,Public,,,11.2247011,12.3113496,10709,"Talala Primary School, BR State, Nigeria"
Jiye Primary School,BR,Primary,Public,,,11.9681236,14.0539569,10801,"Jiye Primary School, BR State, Nigeria"
Femari Primary School,BR,Primary,Unknown,,,11.970621,13.198272,11310,"Femari Primary School, BR State, Nigeria"
Gajiram Central Primary School,BR,Primary,Public,,,12.4941641,13.2077658,12604,"Gajiram Central Primary School, BR State, Nigeria"
Primary School Kaream Buturi,BR,Primary,Unknown,,,12.15588,12.80752,12013,"Primary School Kaream Buturi, BR State, Nigeria"
Kubuku Primary School,BR,Primary,Unknown,,,10.4239352,11.9267164,11804,"Kubuku Primary School, BR State, Nigeria"
Jilbe Primary School,BR,Primary,Public,,,11.9179002,14.6361424,11502,"Jilbe Primary School, BR State, Nigeria"
Kirbutu Primary School,BR,Primary,Public,,,10.481104,12.4338255,11206,"Kirbutu Primary School, BR State, Nigeria"
Rihabus Saada Primary School,BR,Primary,Private,,,11.8158193,13.1520696,12413,"Rihabus Saada Primary School, BR State, Nigeria"
Garadai Primary School,BR,Primary,Unknown,,,12.2517211,13.8770274,12110,"Garadai Primary School, BR State, Nigeria"
Sokotoko Nomadic Primary School,BR,Primary,Public,,,10.8178775,12.5634533,10701,"Sokotoko Nomadic Primary School, BR State, Nigeria"
Maina Baba Primary School,BR,Primary,Public,,,10.3388335,11.5790629,10404,"Maina Baba Primary School, BR State, Nigeria"
Jauro Daje Giedam Nomadic Primary School,BR,Primary,Public,,,10.4939782,12.1642161,11211,"Jauro Daje Giedam Nomadic Primary School, BR State, Nigeria"
Kirawa Central Primary School,BR,Primary,Unknown,,,11.1944533,13.9082866,11109,"Kirawa Central Primary School, BR State, Nigeria"
Tungushe Primary School,BR,Primary,Public,,,12.0259315,13.0606025,11602,"Tungushe Primary School, BR State, Nigeria"
Puzmbur Primary School,BR,Primary,Public,,,10.4151286,12.106822,11203,"Puzmbur Primary School, BR State, Nigeria"
Dubula Primary School,BR,Primary,Public,,,11.8512332,13.8244218,11902,"Dubula Primary School, BR State, Nigeria"
Primary Ube School,BR,Primary,Public,,,13.0647131,13.7715863,11702,"Primary Ube School, BR State, Nigeria"
Kedang Primary School,BR,Primary,Unknown,,,10.4311179,12.147915,11208,"Kedang Primary School, BR State, Nigeria"
Budua Primary School,BR,Primary,Unknown,,,11.2963355,14.1560203,10305,"Budua Primary School, BR State, Nigeria"
Sina Baya Primary School,BR,Primary,Public,,,12.0925155,13.82752,11910,"Sina Baya Primary School, BR State, Nigeria"
Dagoma Lawanti Primary School,BR,Primary,Public,,,11.486462,12.4975004,11403,"Dagoma Lawanti Primary School, BR State, Nigeria"
Asaga Primary School,BR,Primary,Public,,,13.3016118,12.7089345,12201,"Asaga Primary School, BR State, Nigeria"
Perm Site Bording Primary School,BR,Primary,Unknown,,,12.1126266,12.8363051,12013,"Perm Site Bording Primary School, BR State, Nigeria"
Gongulang Lawanti Primary School,BR,Primary,Public,,,11.9195279,13.187977,11310,"Gongulang Lawanti Primary School, BR State, Nigeria"
Jadannam Kuliari Islamiya Primary School,BR,Primary,Faith Based,,,12.1625914,13.0094843,12012,"Jadannam Kuliari Islamiya Primary School, BR State, Nigeria"
Gashina Primary School,BR,Primary,Unknown,,,10.5223631,11.8580953,11806,"Gashina Primary School, BR State, Nigeria"
Jauro Umar Nomadic Primary School,BR,Primary,Public,,,10.5779657,12.1158347,11202,"Jauro Umar Nomadic Primary School, BR State, Nigeria"
Wulari I Primary School,BR,Primary,Public,,,11.845361,13.1284201,12410,"Wulari I Primary School, BR State, Nigeria"
Ngurno Primary School,BR,Primary,Unknown,,,12.7160686,13.688806,12308,"Ngurno Primary School, BR State, Nigeria"
Gwalam Primary School,BR,Primary,Unknown,,,10.4670717,12.3402781,11212,"Gwalam Primary School, BR State, Nigeria"
Sangwa Primary School,BR,Primary,Public,,,10.3280284,12.2109692,12702,"Sangwa Primary School, BR State, Nigeria"
Banoram Primary School,BR,Primary,Public,,,11.9829485,12.5088648,12007,"Banoram Primary School, BR State, Nigeria"
Yamaltamta Primary School,BR,Primary,Unknown,,,10.6238383,12.3150471,11205,"Yamaltamta Primary School, BR State, Nigeria"
Mace Yarmarke Primary School,BR,Primary,Unknown,,,10.2835629,11.7030119,10405,"Mace Yarmarke Primary School, BR State, Nigeria"
Wurthavu Central Primary School,BR,Primary,Public,,,10.7639098,13.2654136,10209,"Wurthavu Central Primary School, BR State, Nigeria"
Fariya Primaryl School,BR,Primary,Public,,,11.8657507,13.1841225,11311,"Fariya Primaryl School, BR State, Nigeria"
Alajiri Primary School,BR,Primary,Unknown,,,11.4719838,12.8805172,11604,"Alajiri Primary School, BR State, Nigeria"
Low Cost Primary School,BR,Primary,Public,,,11.8596283,13.1599009,12410,"Low Cost Primary School, BR State, Nigeria"
Shishiwa Primary School,BR,Primary,Public,,,10.7501782,13.2244204,10202,"Shishiwa Primary School, BR State, Nigeria"
Diwa Mbula Primary School,BR,Primary,Unknown,,,10.6896074,12.3743691,10507,"Diwa Mbula Primary School, BR State, Nigeria"
LECD Integrated Early Child Care Development,BR,Primary,Public,,,12.4950063,12.7754259,10904,"LECD Integrated Early Child Care Development, BR State, Nigeria"
Mussa Burda Primary School,BR,Primary,Unknown,,,10.7346412,13.1416444,10206,"Mussa Burda Primary School, BR State, Nigeria"
Maidana Primary School,BR,Primary,Public,,,10.2533601,11.6216842,10406,"Maidana Primary School, BR State, Nigeria"
Nduva Primary School,BR,Primary,Public,,,11.0674449,12.521285,10707,"Nduva Primary School, BR State, Nigeria"
Azare Piti Primary School,BR,Primary,Public,,,10.4393913,12.1158131,11208,"Azare Piti Primary School, BR State, Nigeria"
Jaudari Primary School,BR,Primary,Public,,,11.4908087,13.7229806,10312,"Jaudari Primary School, BR State, Nigeria"
Korko Primary School,BR,Primary,Public,,,10.271027,11.603063,10406,"Korko Primary School, BR State, Nigeria"
Karnowa Primary School,BR,Primary,Public,,,12.1375591,13.0724376,12005,"Karnowa Primary School, BR State, Nigeria"
Karche Primary School,BR,Primary,Public,,,12.2937012,14.4652069,11509,"Karche Primary School, BR State, Nigeria"
Gamboru Primary School,BR,Primary,Unknown,,,11.8519742,13.1668075,12405,"Gamboru Primary School, BR State, Nigeria"
Primary School Bejiji,BR,Primary,Unknown,,,10.4832776,12.6123086,10207,"Primary School Bejiji, BR State, Nigeria"
Primary School Bwalakila,BR,Primary,Unknown,,,10.9235429,12.8883584,10604,"Primary School Bwalakila, BR State, Nigeria"
Primary School Mugdala,BR,Primary,Unknown,,,12.02709,14.0444,10806,"Primary School Mugdala, BR State, Nigeria"
Jibrilli Primary,BR,Primary,Unknown,,,11.0938211,13.8453138,11105,"Jibrilli Primary, BR State, Nigeria"
Palakombo Primary School,BR,Primary,Public,,,10.2375328,11.7826077,10405,"Palakombo Primary School, BR State, Nigeria"
Mungule Primary School,BR,Primary,Public,,,11.0344367,12.656861,10701,"Mungule Primary School, BR State, Nigeria"
Pulka Bording Primary School,BR,Primary,Unknown,,,11.2362148,13.7819913,11112,"Pulka Bording Primary School, BR State, Nigeria"
Ngumhe Primary School,BR,Primary,Public,,,11.796398,13.7899608,11902,"Ngumhe Primary School, BR State, Nigeria"
Bulaburin Primary School,BR,Primary,Public,,,11.832271,13.156686,12403,"Bulaburin Primary School, BR State, Nigeria"
Kororom Primary School,BR,Primary,Public,,,12.4872554,13.4773165,12310,"Kororom Primary School, BR State, Nigeria"
Briyel Foundation Nursery and Primary School,BR,Primary,Public,,,10.3413169,11.5975307,10402,"Briyel Foundation Nursery and Primary School, BR State, Nigeria"
Kauji Kashimbe Primary School,BR,Primary,Public,,,11.042791,12.7097226,10701,"Kauji Kashimbe Primary School, BR State, Nigeria"
Nyaleri Primary School,BR,Primary,Public,,,11.2939912,12.8484532,10702,"Nyaleri Primary School, BR State, Nigeria"
Multe Primary School,BR,Primary,Public,,,10.9522141,12.6105865,10701,"Multe Primary School, BR State, Nigeria"
Primary School Gore A,BR,Primary,Unknown,,,12.2905962,12.6877592,12010,"Primary School Gore A, BR State, Nigeria"
Kombo Primary School,BR,Primary,Public,,,10.0591442,11.8227284,12709,"Kombo Primary School, BR State, Nigeria"
Alagarwo Primary School,BR,Primary,Unknown,,,10.8584914,12.2005431,10501,"Alagarwo Primary School, BR State, Nigeria"
Madara Abdul Primary School,BR,Primary,Public,,,10.6086436,12.1990915,10509,"Madara Abdul Primary School, BR State, Nigeria"
Njilang Primary School,BR,Primary,Public,,,10.8487454,12.773285,10611,"Njilang Primary School, BR State, Nigeria"
Bula Abba Primary School,BR,Primary,Unknown,,,11.0836947,13.5126264,11107,"Bula Abba Primary School, BR State, Nigeria"
Ngalbiyamari Primary School,BR,Primary,Public,,,11.5632541,13.6575966,11607,"Ngalbiyamari Primary School, BR State, Nigeria"
Primary School Kaajiya L,BR,Primary,Unknown,,,12.0726707,12.7417238,12013,"Primary School Kaajiya L, BR State, Nigeria"
Kukwal Primary School,BR,Primary,Public,,,10.6482991,11.777051,10401,"Kukwal Primary School, BR State, Nigeria"
Chirallia Primary School,BR,Primary,Public,,,11.1463671,12.3683695,10708,"Chirallia Primary School, BR State, Nigeria"
Mintaw Primary School,BR,Primary,Public,,,10.5523151,11.9667242,11802,"Mintaw Primary School, BR State, Nigeria"
Yimirkila Primary School,BR,Primary,Public,,,10.4955636,12.4130762,11206,"Yimirkila Primary School, BR State, Nigeria"
Nduroku Primary School,BR,Primary,Public,,,10.5025689,12.1912323,11211,"Nduroku Primary School, BR State, Nigeria"
Malalewa Primary School,BR,Primary,Unknown,,,12.2342514,13.6604036,12105,"Malalewa Primary School, BR State, Nigeria"
Maimallumri Primary School,BR,Primary,Public,,,11.4234892,13.7586293,10312,"Maimallumri Primary School, BR State, Nigeria"
Boskoro Primary School,BR,Primary,Public,,,11.9191164,13.761593,11901,"Boskoro Primary School, BR State, Nigeria"
Dungu Primary School,BR,Primary,Public,,,10.0977337,12.0238012,12707,"Dungu Primary School, BR State, Nigeria"
Dalakaleri Primary School,BR,Primary,Public,,,11.854325,13.3056455,11911,"Dalakaleri Primary School, BR State, Nigeria"
Amchaka Primary School,BR,Primary,Unknown,,,11.7400182,14.3573504,11506,"Amchaka Primary School, BR State, Nigeria"
Shindufu Primary School,BR,Primary,Unknown,,,10.5004531,12.3539154,11212,"Shindufu Primary School, BR State, Nigeria"
Tampul B Primary School,BR,Primary,Public,,,10.5930477,13.2289281,10204,"Tampul B Primary School, BR State, Nigeria"
Kusarha Dutse Primary School,BR,Primary,Unknown,,,11.1109976,13.7274697,11106,"Kusarha Dutse Primary School, BR State, Nigeria"
Ledede Primary School,BR,Primary,Unknown,,,11.2924083,13.9776903,11109,"Ledede Primary School, BR State, Nigeria"
Ngetra Pramary School,BR,Primary,Public,,,12.5814976,12.6797872,10907,"Ngetra Pramary School, BR State, Nigeria"
Konduga Central Primary School,BR,Primary,Public,,,11.6535774,13.417603,11611,"Konduga Central Primary School, BR State, Nigeria"
Blewati Nursery Primary School,BR,Primary,Public,,,10.2232236,12.0556551,12710,"Blewati Nursery Primary School, BR State, Nigeria"
Kumshe Primary School,BR,Primary,Public,,,11.3551074,14.2089816,10304,"Kumshe Primary School, BR State, Nigeria"
Saula Primary School,BR,Primary,Unknown,,,12.23253,13.96074,12110,"Saula Primary School, BR State, Nigeria"
Kurana Bassa Primary School,BR,Primary,Unknown,,,11.0612704,13.7101342,11110,"Kurana Bassa Primary School, BR State, Nigeria"
